catalog,schema,table_name,table_fqn,domain,is_executable,primary_grain,column_count,description
mysql_datamon,data_monitoring,usersinarea_blacklist_global_id,VTNet Datalake Presto.mysql_datamon.data_monitoring.usersinarea_blacklist_global_id,Data Monitoring,True,snapshot/entity,3,"[AI Gen] Bảng này lưu trữ danh sách các người dùng (user) bị đưa vào danh sách đen (blacklist) theo khu vực (area) dựa trên mã định danh toàn cầu (global_id). Dữ liệu được thu thập và tích hợp trong hệ thống VTNet Datalake, sử dụng engine Presto để truy vấn dữ liệu MySQL từ schema mysql_datamon, bảng data_monitoring. Mỗi bản ghi đại diện cho một người dùng bị cấm trong một vùng địa lý cụ thể, hỗ trợ việc kiểm soát truy cập và quản lý an ninh mạng trong môi trường đa khu vực."
mysql_datamon,data_monitoring,ip_rules,VTNet Datalake Presto.mysql_datamon.data_monitoring.ip_rules,Data Monitoring,True,config/mapping,5,"[AI Gen] Bảng `ip_rules` trong hệ thống VTNet Datalake Presto (cơ sở dữ liệu mysql_datamon, schema data_monitoring) dùng để lưu trữ các quy tắc kiểm soát truy cập dựa trên địa chỉ IP. Mỗi bản ghi mô tả một dải IP hoặc một địa chỉ IP cụ thể, kèm theo thông tin subnet, tên DNS hoặc dịch vụ liên quan, thời gian thêm và định danh duy nhất. Bảng này hỗ trợ việc giám sát, phân tích và áp dụng các chính sách bảo mật mạng trong môi trường dữ liệu lớn."
mysql_datamon,data_monitoring,diameter_rulebase_infos,VTNet Datalake Presto.mysql_datamon.data_monitoring.diameter_rulebase_infos,Data Monitoring,True,config/mapping,4,"port1,port2"
mysql_datamon,data_monitoring,avg_web_kqi,VTNet Datalake Presto.mysql_datamon.data_monitoring.avg_web_kqi,Data Monitoring,True,snapshot/entity,8,"[AI Gen] Bảng VTNet Datalake Presto.mysql_datamon.data_monitoring.avg_web_kqi lưu trữ các chỉ số KPI (Key Performance Indicator) trung bình của website, được tính toán và tổng hợp từ nguồn dữ liệu giám sát hoạt động web. Bảng này phục vụ việc phân tích hiệu suất, theo dõi xu hướng và hỗ trợ quyết định cải tiến dịch vụ trực tuyến."
mysql_datamon,data_monitoring,pcc_rule_base,VTNet Datalake Presto.mysql_datamon.data_monitoring.pcc_rule_base,Data Monitoring,True,config/mapping,6,"is rule base addon or not, 1: true, 0 : false"
mysql_datamon,data_monitoring,diameter_rules,VTNet Datalake Presto.mysql_datamon.data_monitoring.diameter_rules,Data Monitoring,True,config/mapping,5,"is rule base addon or not, 1: true, 0 : false"
mysql_datamon,data_monitoring,usersinarea_blacklist_enodeb_id,VTNet Datalake Presto.mysql_datamon.data_monitoring.usersinarea_blacklist_enodeb_id,Data Monitoring,True,snapshot/entity,3,"[AI Gen] Bảng này lưu trữ thông tin danh sách đen (blacklist) các ENODEB (các trạm thu phát di động) trong các khu vực cụ thể, phục vụ việc giám sát, phân tích và cảnh báo các trường hợp người dùng hoặc thiết bị bị hạn chế truy cập mạng tại các ENODEB bị đưa vào danh sách đen."
mysql_datamon,data_monitoring,out_check_off_3g_dcom,VTNet Datalake Presto.mysql_datamon.data_monitoring.out_check_off_3g_dcom,Data Monitoring,True,snapshot/entity,7,"[AI Gen] Bảng này lưu trữ dữ liệu giám sát quá trình kiểm tra chế độ tắt (off) cho mạng 3G DCOM trong hệ thống VTNet Datalake. Mỗi bản ghi phản ánh kết quả kiểm tra tại một thời điểm cụ thể, bao gồm các thông số liên quan đến lượt kiểm tra, số IMEI tham gia, và lưu lượng truyền tải (tải xuống và tải lên). Dữ liệu được sử dụng để phân tích hiệu năng, phát hiện bất thường và tối ưu hoá quy trình bảo trì mạng 3G."
mysql_datamon,data_monitoring,kqi_alarm,VTNet Datalake Presto.mysql_datamon.data_monitoring.kqi_alarm,Data Monitoring,True,event,6,"[AI Gen] Bảng này lưu trữ thông tin cảnh báo (alarm) liên quan tới các chỉ số hiệu suất (KPI) trong hệ thống VTNet Datalake. Mỗi bản ghi đại diện cho một cảnh báo được sinh ra dựa trên giá trị KPI vượt ngưỡng tại một khoảng thời gian nhất định, hỗ trợ việc giám sát, phân tích và phản hồi kịp thời trong quá trình vận hành dịch vụ."
mysql_datamon,data_monitoring,kqi_monitor_web,VTNet Datalake Presto.mysql_datamon.data_monitoring.kqi_monitor_web,Data Monitoring,True,snapshot/entity,4,"[AI Gen] Bảng này chứa dữ liệu giám sát các chỉ số KPI (Key Quality Indicator) trên môi trường VTNet Datalake, được truy vấn qua Presto. Mỗi bản ghi đại diện cho một điểm đo (monitor) tại một thời điểm cụ thể, bao gồm tên chỉ số và giá trị thu thập được, phục vụ cho việc phân tích, báo cáo và cảnh báo hiệu năng hệ thống."
mysql_datamon,data_monitoring,kqi_detail_table_logs,VTNet Datalake Presto.mysql_datamon.data_monitoring.kqi_detail_table_logs,Data Monitoring,True,event,5,"[AI Gen] Bảng này lưu trữ chi tiết log các chỉ số KPI (Key Quality Indicator) trong hệ thống giám sát dữ liệu, được thu thập từ Presto qua VTNet Datalake. Dữ liệu trong bảng hỗ trợ việc phân tích, báo cáo và theo dõi hiệu suất các dịch vụ, giúp đội ngũ vận hành nhanh chóng xác định vấn đề và tối ưu hoá quy trình."
mysql_datamon,data_monitoring,kqi_logs,VTNet Datalake Presto.mysql_datamon.data_monitoring.kqi_logs,Data Monitoring,True,event,4,"[AI Gen] Bảng này lưu trữ các bản ghi log liên quan đến việc giám sát KPI (Key Quality Indicator) trong hệ thống VTNet Datalake, được truy vấn bằng Presto. Mỗi bản ghi phản ánh một sự kiện hoặc thay đổi trạng thái trong quá trình thu thập và xử lý dữ liệu, hỗ trợ phân tích và báo cáo chất lượng dịch vụ."
mysql_datamon,data_monitoring,package_rulebase_info,VTNet Datalake Presto.mysql_datamon.data_monitoring.package_rulebase_info,Data Monitoring,True,config/mapping,6,"[AI Gen] Bảng này lưu trữ thông tin quy tắc (rulebase) áp dụng cho các gói dịch vụ trong hệ thống giám sát dữ liệu mạng VTNet. Mỗi bản ghi mô tả một quan hệ giữa một tên gói (package) và một rulebase, kèm theo các ngưỡng ngưỡng tối đa và các mức ngưỡng cảnh báo cho mạng 3G và 4G, hỗ trợ việc phân tích, cảnh báo và tối ưu hoá chất lượng dịch vụ."
hive_geo_old,pm_counter,pv_huawei_core_traffic_after_handovers_to_bsc_rnc,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_traffic_after_handovers_to_bsc_rnc,Noisy Metadata,False,hourly,27,"[AI Gen] Bảng này lưu trữ các chỉ số lưu lượng và số liệu chuyển đổi (handover) sau khi các cuộc gọi dữ liệu hoặc thoại được chuyển từ mạng Core Huawei sang các nút BSC/RNC. Dữ liệu được thu thập theo khoảng thời gian cố định (record_interval) và cung cấp thông tin chi tiết về số lượng yêu cầu, số lượng thành công cũng như lưu lượng (traffic) cho các loại handover khác nhau, hỗ trợ việc phân tích hiệu năng mạng di động và tối ưu hoá quá trình chuyển đổi."
hive_geo_old,pm_counter,pv_huawei_core_incoming_traffic_in_trunk_office_directions,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_incoming_traffic_in_trunk_office_directions,Noisy Metadata,False,hourly,90,"[AI Gen] Bảng này lưu trữ các chỉ số thống kê lưu lượng cuộc gọi đến (incoming traffic) qua các trunk office direction của mạng Huawei Core. Dữ liệu được thu thập theo từng khoảng thời gian (record_interval) và thời điểm bắt đầu (start_time), bao gồm cả các thông tin về số lượng mạch, tỉ lệ nghẽn, thời gian thiết lập cuộc gọi, các loại lỗi và các chỉ số chất lượng dịch vụ (QoS) liên quan đến cuộc gọi SIP/ISUP. Bảng phục vụ cho việc phân tích, giám sát và tối ưu hoá hiệu năng mạng, đồng thời giúp phát hiện các sự cố bảo mật như cuộc gọi độc hại."
hive_geo_old,pm_counter,pv_huawei_core_incoming_traffic_over_a_interface_trunk_groups,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_incoming_traffic_over_a_interface_trunk_groups,Noisy Metadata,False,hourly,31,"[AI Gen] Bảng này lưu trữ các chỉ số lưu lượng đến (incoming traffic) trên các nhóm trunk interface trong hệ thống mạng lõi Huawei, được thu thập và lưu trữ trong kho dữ liệu VTNet Datalake sử dụng Presto. Dữ liệu được ghi lại theo khoảng thời gian (record_interval) và bao gồm các thông số về thử nghiệm seize, trả lời cuộc gọi, tỷ lệ khả dụng, và các chỉ số liên quan đến số lượng mạch (circuit)."
hive_geo_old,pm_counter,pv_huawei_core_map_basic_traffic,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_map_basic_traffic,Noisy Metadata,False,hourly,56,"[AI Gen] Bảng này lưu trữ các số liệu cơ bản về lưu lượng MAP (Mobile Application Part) của lõi mạng Huawei, được thu thập theo từng khoảng thời gian và phân loại theo các đối tượng mạng (SGSN, GGSN, MSC, ...). Dữ liệu phục vụ cho việc phân tích hiệu suất, giám sát lỗi và tối ưu hoá các quy trình tín hiệu trong hệ thống di động."
hive_geo_old,pm_counter,pv_huawei_core_gsm_cell_handover,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_gsm_cell_handover,Noisy Metadata,False,cell-hour,57,"[AI Gen] Bảng này chứa các số liệu thống kê về quá trình handover (chuyển đổi kết nối) của các ô GSM Core của thiết bị Huawei, được thu thập và lưu trữ trong kho dữ liệu VTNet Datalake qua Presto. Mỗi bản ghi đại diện cho một khoảng thời gian (record_interval) tại một thời điểm bắt đầu (start_time) cho một ô mạng cụ thể (object_id, object_name) và các chỉ số chi tiết về số lần handover thành công, thất bại và nguyên nhân gây ra. Dữ liệu hỗ trợ phân tích hiệu năng mạng, phát hiện lỗi handover và tối ưu hoá cấu hình hệ thống."
hive_geo_old,pm_counter,pv_huawei_core_msc_cssr_traffic,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_msc_cssr_traffic,Noisy Metadata,False,hourly,47,"[AI Gen] Bảng này lưu trữ các chỉ số lưu lượng và thống kê liên quan đến dịch vụ CS (Circuit Switched) của các nút MSC (Mobile Switching Center) của Huawei trong môi trường Core mạng. Dữ liệu được thu thập theo từng khoảng thời gian (record_interval) và bao gồm các thông tin chi tiết về các bước thiết lập cuộc gọi, xác thực, mã hoá, gán kênh và tỉ lệ thành công cho cả cuộc gọi đi (MO) và cuộc gọi đến (MT)."
hive_geo_old,pm_counter,pv_huawei_core_traffic_measurement_for_gci,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_traffic_measurement_for_gci,Noisy Metadata,False,hourly,47,"[AI Gen] Bảng này lưu trữ các chỉ số lưu lượng mạng lõi (core traffic) của các thiết bị Huawei, được tổng hợp theo GCI (Global Customer Identifier). Dữ liệu được thu thập theo từng khoảng thời gian ghi (record interval) và bao gồm các thông số liên quan tới cuộc gọi di động (MOC, MTC), việc phân bổ kênh giao thông, handover, paging và trạng thái thuê bao. Bảng phục vụ cho việc phân tích hiệu suất mạng, quản lý chất lượng dịch vụ (QoS) và phát hiện bất thường trong hệ thống di động."
hive_geo_old,pm_counter,pv_zte_2g_handovercausemeasurement,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_2g_handovercausemeasurement,Noisy Metadata,False,hourly,106,"[AI Gen] Bảng này lưu trữ các số liệu đo lường nguyên nhân chuyển tải (handover) trong mạng 2G của nhà cung cấp ZTE. Dữ liệu được thu thập theo thời gian và ghi vào Data Lake của VTNet, phục vụ cho việc phân tích hiệu suất mạng, tối ưu hoá cấu hình và báo cáo KPI."
hive_geo_old,pm_counter,pv_huawei_core_traffic_measurement_for_lai,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_traffic_measurement_for_lai,Noisy Metadata,False,hourly,83,"[AI Gen] Bảng dữ liệu này chứa các bộ đếm hiệu năng (PM Counter) đo lưu lượng từ thiết bị mạng lõi Huawei cho Location Area Identity (LAI). Bảng được lưu trữ trong hệ thống Datalake của VTNet, phục vụ cho việc phân tích và giám sát lưu lượng mạng di động. Dữ liệu bao gồm các thông số kỹ thuật về traffic measurement, được thu thập định kỳ từ các node mạng lõi Huawei để phục vụ công tác báo cáo, phân tích chất lượng dịch vụ và tối ưu hóa mạng."
hive_geo_old,pm_counter,pv_huawei_core_vp_incoming_traffic_in_trunk_office_directions,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_vp_incoming_traffic_in_trunk_office_directions,Noisy Metadata,False,hourly,34,"[AI Gen] Bảng lưu trữ số liệu thống kê lưu lượng cuộc gọi đầu vào (incoming traffic) trên hạ tầng trunk của các văn phòng (office) trong mạng Huawei Core. Dữ liệu được thu thập theo khoảng thời gian nhất định, phục vụ việc phân tích hiệu năng, xác định tắc nghẽn và tối ưu hoá tài nguyên mạng."
hive_geo_old,pm_counter,pv_huawei_core_vp_outgoing_traffic_in_trunk_office_directions,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_vp_outgoing_traffic_in_trunk_office_directions,Noisy Metadata,False,hourly,35,"[AI Gen] Bảng này lưu trữ các chỉ số thống kê lưu lượng cuộc gọi đi (outgoing traffic) qua các trunk office của hệ thống Huawei Core VP, được tổng hợp theo từng khoảng thời gian và các thuộc tính liên quan như đối tượng, địa điểm, và các sự kiện mạng. Dữ liệu được thu thập trong môi trường Datalake của VTNet, sử dụng Presto để truy vấn, phục vụ cho việc phân tích hiệu suất, phát hiện lỗi và tối ưu hoá tài nguyên mạng."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldropfailcodeps,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldropfailcodeps,Noisy Metadata,False,cell-hour,210,"[AI Gen] Bảng này lưu trữ dữ liệu hiệu năng (Performance Management - PM) về các lỗi ngắt kết nối cuộc gọi Packet Switched (PS) trên mạng 3G của thiết bị ZTE Release 2. Bảng cung cấp thông tin chi tiết về các mã lỗi (fail code) gây ra việc rớt cuộc gọi PS ở cấp độ Cell, phục vụ cho việc phân tích chất lượng dịch vụ (QoS), giám sát hiệu năng mạng và tối ưu hóa mạng di động 3G. Dữ liệu được thu thập theo từng khoảng thời gian định kỳ và chứa thông tin về RNC, Cell, quốc gia cùng các chỉ số thống kê lỗi chi tiết."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldropprocedure,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldropprocedure,Noisy Metadata,False,cell-hour,109,"[AI Gen] Bảng này lưu trữ các chỉ số hiệu năng (KPIs) liên quan đến quy trình ngắt cuộc gọi (call drop) trên các cell 3G (R2) của thiết bị ZTE. Dữ liệu được thu thập theo khoảng thời gian cố định, bao gồm thông tin thời gian, định danh đối tượng mạng, và các giá trị đếm/đo lường được mã hoá bằng các mã số chỉ số (c3103xxxx, c310306xxx). Bảng được sử dụng trong hệ thống Datalake để phân tích, giám sát chất lượng mạng và hỗ trợ báo cáo KPI cấp độ cell, RNC, hoặc khu vực."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldropr99,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldropr99,Noisy Metadata,False,cell-hour,103,"[AI Gen] Bảng này lưu trữ các chỉ số tỷ lệ cuộc gọi bị bỏ (Call Drop Rate) cho các ô 3G của nhà cung cấp thiết bị ZTE, phiên bản R2. Dữ liệu được thu thập theo khung thời gian cố định và được sử dụng trong hệ thống VTNet Datalake để phân tích chất lượng mạng, phát hiện sự cố và tối ưu hóa hiệu suất."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,False,cell-hour,101,"[AI Gen] Bảng này lưu trữ các chỉ số về tỷ lệ mất kết nối (call drop) của các ô mạng 3G (R2) trên thiết bị ZTE, được tổng hợp theo thời gian (giờ) và vùng địa lý. Dữ liệu được thu thập từ hệ thống Counter (pm_counter) và dùng cho việc phân tích chất lượng dịch vụ, tối ưu hoá mạng và báo cáo KPI."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,False,cell-hour,205,"[AI Gen] Bảng dữ liệu này chứa các bộ đếm hiệu năng (Performance Counters) cấp Cell của thiết bị mạng 3G nhà cung cấp ZTE, tập trung vào thống kê cuộc gọi rớt (Call Drop) và lưu lượng truy cập dữ liệu tốc độ cao (High Speed Traffic). Bảng thuộc hệ thống Datalake của VTNet, được thu thập từ module PM (Performance Management) và lưu trữ trong Presto/Hive. Dữ liệu này phục vụ cho việc phân tích chất lượng dịch vụ (QoS), giám sát hiệu suất mạng 3G, và tối ưu hóa mạng lưới viễn thông."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficps,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficps,Noisy Metadata,False,cell-hour,186,"[AI Gen] Bảng này lưu trữ các chỉ số thống kê lượng cuộc gọi rớt (call drop) trên mạng 3G ZTE tại các cell, theo từng khoảng thời gian. Dữ liệu được thu thập từ hệ thống counters của RNC và được ghi lại dưới dạng thời gian Unix (ms), kèm thông tin định danh cell, RNC và các trường phụ trợ như quốc gia, giờ ngày và nguồn dữ liệu."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldropuufail,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldropuufail,Noisy Metadata,False,cell-hour,192,"[AI Gen] Bảng này lưu trữ dữ liệu thống kê KPI cấp độ ô (cell) cho mạng 3G ZTE, bao gồm các chỉ số về tỷ lệ cuộc gọi bị ngắt (Call Drop) và lỗi thiết lập kênh Uu (Uu Failure) theo từng thời điểm, đoạn ghi (record interval) và RNC. Dữ liệu được thu thập trong môi trường Datalake của VTNet, chuẩn bị cho các phân tích hiệu suất mạng, tối ưu hoá cấu hình và báo cáo SLA."
hive_geo_old,pm_counter,pv_ericsson_ggsn_pgwhighavailability,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_ericsson_ggsn_pgwhighavailability,Noisy Metadata,False,hourly,16,"[AI Gen] Bảng này lưu trữ các chỉ số hiệu năng liên quan đến tính năng High Availability của các GGSN Ericsson trong môi trường Presto Datalake. Dữ liệu được thu thập theo khoảng thời gian cố định và bao gồm thông tin chi tiết về các đối tượng mạng, các chỉ số đồng bộ tạo và xóa, cùng với thông tin vị trí địa lý và nguồn dữ liệu."
hive_geo_old,pm_counter,pv_ericsson_ggsn_highavailability,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_ericsson_ggsn_highavailability,Noisy Metadata,False,hourly,20,"[AI Gen] Bảng lưu trữ các chỉ số high‑availability (HA) của GGSN (Gateway GPRS Support Node) do Ericsson cung cấp. Mỗi bản ghi ghi lại các số lượng ICR (Inter‑Cellular Router) liên quan đến việc tạo và xóa session, đồng thời gồm thông tin thời gian, khoảng ghi, và chi tiết về đối tượng mạng (NE) trong môi trường VTNet Data Lake."
hive_geo_old,pm_counter,pv_ericsson_3g_rbs_trafficmq,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_ericsson_3g_rbs_trafficmq,Noisy Metadata,False,hourly,21,"[AI Gen] Bảng này lưu trữ dữ liệu đo lưu lượng (traffic) của các trạm cơ sở 3G Ericsson trong hệ thống VTNet Datalake, được thu thập qua giao thức Presto và lưu vào Hive. Mỗi bản ghi đại diện cho trạng thái traffic trong một khoảng thời gian nhất định, kèm các thông tin định danh trạm, kiểu đối tượng và các chỉ số về octet/packet trong các hàng đợi."
hive_geo_old,pm_counter,pv_huawei_core_sccp_traffic_measurement,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_sccp_traffic_measurement,Noisy Metadata,False,hourly,27,"[AI Gen] Bảng này lưu trữ số liệu đo lường lưu lượng SCCP (Signalling Connection Control Part) của các thiết bị Core Huawei, bao gồm các thông tin về thời gian, loại đối tượng, và các thống kê chi tiết về lượng tin nhắn và dữ liệu truyền đi/nhận trong các khoảng thời gian định trước. Dữ liệu được thu thập trong môi trường Datalake sử dụng Presto và thường được dùng cho việc phân tích hiệu năng, phát hiện bất thường và tối ưu hoá mạng viễn thông."
hive_geo_old,pm_counter,pv_nokia_ggsn_qos_ul_drop,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_nokia_ggsn_qos_ul_drop,Noisy Metadata,False,hourly,16,"[AI Gen] Bảng này lưu trữ dữ liệu thống kê mức độ rớt gói (drop) của các luồng uplink (UL) trên các GGSN của nhà cung cấp Nokia, phân theo các lớp QoS. Dữ liệu được thu thập theo khoảng thời gian cố định và phản ánh các chỉ số kỹ thuật quan trọng dùng để phân tích hiệu suất mạng và phát hiện sự cố. Bảng chứa các trường thời gian, thông tin đối tượng mạng, các chỉ số metric và thông tin địa lý/nguồn dữ liệu."
hive_geo_old,pm_counter,pv_zte_3g_r2cellcommontraffic,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcommontraffic,Noisy Metadata,False,cell-hour,21,"[AI Gen] Bảng lưu trữ dữ liệu thống kê lưu lượng và các chỉ số KPI của mạng 3G ZTE theo từng ô (cell) tại các RNC, được thu thập theo khoảng thời gian cố định và ghi nhận trong kho dữ liệu VTNet Datalake dùng Presto. Thông tin bao gồm thời gian bắt đầu, khoảng ghi, các định danh đối tượng, các chỉ số KPI dạng số thực, cùng với thông tin địa lý (quốc gia, ngày‑giờ) và nguồn dữ liệu."
hive_geo_old,pm_counter,pv_huawei_core_traffic_measurement_for_ocs_terminated_call,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_huawei_core_traffic_measurement_for_ocs_terminated_call,Noisy Metadata,False,hourly,22,"[AI Gen] Bảng này lưu trữ các chỉ số đo lường lưu lượng core mạng Huawei liên quan đến các cuộc gọi đã kết thúc (terminated) qua hệ thống OCS (Online Charging System). Dữ liệu được thu thập theo khoảng thời gian cố định, phục vụ cho việc phân tích hiệu năng, xác định nguyên nhân suy giảm chất lượng dịch vụ, và hỗ trợ báo cáo doanh thu/chi phí trong môi trường viễn thông."
